Compound,A,B,Lowest distortion,v(A),v(B),r(AXII)(Å),r(AVI)(Å),r(BVI)(Å),EN(A),EN(B),l(A-O)(Å),l(B-O)(Å),ΔENR,tG,τ,μ,In literature
CdVO3,Cd,V,orthorhombic,2,4,1.31,0.95,0.58,1.69,1.63,2.568546104,1.758039163,-1.921892857,0.967807766,3.95809193,0.414285714,FALSE
BaPtO3,Ba,Pt,orthorhombic,element not in BV,element not in BV,1.61,1.35,0.67,0.89,2.28,2.942998888,2.64390067,-2.100321429,1.028208411,-,0.478571429,FALSE
AcPmO3,Ac,Pm,cubic,element not in BV,element not in BV,1.12,1.12,0.97,1.1,1.13,0,0,-2.926357143,0.751860375,-,0.692857143,FALSE
PbCoO3,Pb,Co,orthorhombic,2,4,1.49,0.99,0.53,2.33,1.88,2.659877134,1.930310969,-1.691392857,1.058828289,4.081085322,0.378571429,FALSE
PtPrO3,Pt,Pr,cubic,element not in BV,element not in BV,0.67,0.67,0.92,2.28,1.13,2.422516721,2.340791612,-2.064178571,0.63090993,-,0.657142857,FALSE
AsSmO3,As,Sm,cubic,3,3,0.58,0.52,0.96,2.18,1.17,2.214684508,2.311832729,-2.081642857,0.593250605,-11.13857352,0.685714286,FALSE
NiOsO3,Ni,Os,-,element not in BV,element not in BV,0.59,0.59,0.57,1.91,2.2,2.39068842,1.954921624,-1.273035714,0.71428553,-,0.407142857,FALSE
VCuO3,V,Cu,cubic,not balanced,not balanced,0.72,0.64,0.68,1.63,1.9,2.062330776,2.005573846,-1.671,0.720704989,-,0.485714286,FALSE
VHgO3,V,Hg,orthorhombic,not balanced,not balanced,0.72,0.64,1.11,1.63,2,2.062330776,2.323654714,-2.451535714,0.5972376,-,0.792857143,FALSE
MnAcO3,Mn,Ac,orthorhombic,element not in BV,element not in BV,0.96,0.62,1.12,1.55,1.1,2.472898888,0,-2.934285714,0.662211113,-,0.8,FALSE
AcMoO3,Ac,Mo,orthorhombic,element not in BV,element not in BV,1.12,1.12,0.62,1.1,2.16,0,1.7893,-1.791857143,0.882133212,-,0.442857143,FALSE
MgGaO3,Mg,Ga,cubic,not balanced,not balanced,0.89,0.72,0.62,1.31,1.81,2.401380848,1.974643898,-1.751464286,0.801621054,-,0.442857143,FALSE
CrBaO3,Cr,Ba,orthorhombic,not balanced,not balanced,0.57,0.58,1.35,1.66,0.89,2.258106575,2.64009357,-3.035892857,0.506545585,-,0.964285714,FALSE
PmMgO3,Pm,Mg,orthorhombic,element not in BV,element not in BV,1.14,0.97,0.72,1.13,1.31,0,2.046489492,-2.345785714,0.847193974,-,0.514285714,FALSE
YbPbO3,Yb,Pb,orthorhombic,2,4,1.14,0.95,0.78,1.1,2.33,2.519261398,2.362863567,-2.062071429,0.823876708,5.497524927,0.557142857,FALSE
DyInO3,Dy,In,cubic,not balanced,not balanced,1.08,0.99,0.8,1.22,1.78,2.550861398,2.147680955,-2.257428571,0.79710219,-,0.571428571,FALSE
InPrO3,In,Pr,cubic,not balanced,not balanced,0.92,0.8,0.92,1.78,1.13,2.392361909,2.340791612,-2.434714286,0.707106781,-,0.657142857,FALSE
NaSbO3,Na,Sb,orthorhombic,1,5,1.39,1.02,0.6,0.93,2.05,2.759925005,2.075848892,-1.965035714,0.98641396,4.090845149,0.428571429,FALSE
CuCrO3,Cu,Cr,cubic,1,5,0.77,0.68,0.49,1.9,1.66,2.301547692,1.960053288,-1.361,0.811863341,5.333869167,0.35,FALSE
PtMoO3,Pt,Mo,cubic,element not in BV,element not in BV,0.67,0.67,0.62,2.28,2.16,2.422516721,1.7893,-1.324857143,0.724609424,-,0.442857143,FALSE
CeGdO3,Ce,Gd,cubic,3,3,1.34,0.94,0.94,1.12,1.2,2.577786082,2.28415608,-3.005714286,0.827979735,4.551569691,0.671428571,FALSE
EuCdO3,Eu,Cd,orthorhombic,not balanced,not balanced,1.48,1.06,0.95,1.2,1.69,2.675987786,2.286435201,-2.852142857,0.866581928,-,0.678571429,FALSE
TaReO3,Ta,Re,cubic,1,5,0.74,0.68,0.58,1.5,1.9,2.293677806,1.98797081,-1.521428571,0.764246723,6.650847376,0.414285714,FALSE
ThSrO3,Th,Sr,cubic,4,2,1.21,0.94,1.18,1.3,0.95,2.582925572,2.452968591,-3.427607143,0.715328953,148.5620402,0.842857143,FALSE
VSnO3,V,Sn,orthorhombic,2,4,0.79,0.64,0.69,1.63,1.96,2.062330776,2.052287148,-1.711321429,0.740939642,14.94809492,0.492857143,FALSE
SmCdO3,Sm,Cd,cubic,not balanced,not balanced,1.24,0.96,0.95,1.17,1.69,2.611965458,2.286435201,-2.712321429,0.794366767,-,0.678571429,FALSE
UEuO3,U,Eu,cubic,3,3,1.03,0.85,0.95,1.38,1.2,2.344466993,2.354367494,-2.690071429,0.731178501,32.70308721,0.678571429,FALSE
BiSmO3,Bi,Sm,cubic,not balanced,not balanced,1.38,0.9,0.96,2.02,1.17,2.514401896,2.311832729,-2.785071429,0.832947819,-,0.685714286,FALSE
TaDyO3,Ta,Dy,cubic,not balanced,not balanced,0.74,0.68,0.99,1.5,1.22,2.293677806,2.255580699,-2.488928571,0.633141637,-,0.707142857,FALSE
HoCeO3,Ho,Ce,cubic,2,4,1.12,0.9,0.87,1.23,1.12,2.54631216,2.268642439,-2.683535714,0.784981977,7.80241355,0.621428571,FALSE
ZnPaO3,Zn,Pa,rhombohedral,element not in BV,element not in BV,0.9,0.74,0.91,1.65,1.5,2.375479066,0,-2.323321429,0.704045713,-,0.65,FALSE
PaAlO3,Pa,Al,orthorhombic,element not in BV,element not in BV,0.95,0.91,0.54,1.5,1.61,0,1.892894405,-1.658464286,0.856546874,-,0.385714286,FALSE
ErBeO3,Er,Be,tetragonal,not balanced,not balanced,1.06,0.89,0.45,1.24,1.57,2.536253277,1.803349248,-1.614357143,0.940260909,-,0.321428571,FALSE
BaBO3,Ba,B,cubic,not balanced,not balanced,1.61,1.35,0.27,0.89,2.04,2.942998888,1.624661665,-1.382607143,1.274485875,-,0.192857143,FALSE
TeAuO3,Te,Au,cubic,element not in BV,element not in BV,0.77,0.77,0.93,2.1,2.54,2.393443528,2.31369847,-1.835142857,0.658550092,-,0.664285714,FALSE
TeWO3,Te,W,cubic,2,4,0.97,0.77,0.66,2.1,2.36,2.393443528,1.7456,-1.500857143,0.813516054,5.754886533,0.471428571,FALSE
YTbO3,Y,Tb,cubic,3,3,1.08,0.9,0.92,1.22,1.2,2.566448705,2.256932729,-2.723714286,0.755872766,14.48557177,0.657142857,FALSE
FePdO3,Fe,Pd,cubic,2,4,0.92,0.67,0.62,1.83,2.2,2.290643632,2.04250519,-1.525642857,0.81212264,5.777918595,0.442857143,FALSE
CaTbO3,Ca,Tb,cubic,2,4,1.34,1,0.76,1,1.2,2.648077507,2.256932729,-2.668,0.896978047,4.060189592,0.542857143,FALSE
CaKO3,Ca,K,cubic,not balanced,not balanced,1.34,1,1.38,1,0.82,2.648077507,2.723507129,-4.151857143,0.696932583,-,0.985714286,FALSE
LiSiO3,Li,Si,orthorhombic,not balanced,not balanced,0.92,0.76,0.4,0.98,1.9,2.453211831,1.783360927,-1.348857143,0.911382074,-,0.285714286,FALSE
EuMgO3,Eu,Mg,orthorhombic,not balanced,not balanced,1.48,1.06,0.72,1.2,1.31,2.675987786,2.046489492,-2.586428571,0.960597891,-,0.514285714,FALSE
HoZrO3,Ho,Zr,cubic,2,4,1.12,0.9,0.72,1.23,1.33,2.54631216,2.043777903,-2.296857143,0.840523155,4.985821742,0.514285714,FALSE
NdSnO3,Nd,Sn,cubic,2,4,1.35,0.98,0.69,1.14,1.96,2.617633987,2.052287148,-2.128071429,0.930403659,3.859182837,0.492857143,FALSE
FeYO3,Fe,Y,-,not balanced,not balanced,0.85,0.67,0.9,1.83,1.22,2.290643632,2.235124352,-2.297142857,0.691734895,-,0.642857143,FALSE
AgPtO3,Ag,Pt,orthorhombic,element not in BV,element not in BV,1.28,0.95,0.67,1.93,2.28,2.76145322,2.64390067,-1.71475,0.915481243,-,0.478571429,FALSE
NaTaO3,Na,Ta,orthorhombic,1,5,1.39,1.02,0.64,0.93,1.5,2.759925005,1.956808277,-2.323071429,0.96707251,3.987784455,0.457142857,TRUE
UMnO3,U,Mn,orthorhombic,3,3,1.03,0.85,0.65,1.38,1.55,2.344466993,2.16999357,-1.972035714,0.838180233,3.480622904,0.464285714,FALSE
MoBaO3,Mo,Ba,rhombohedral,4,2,0.65,0.62,1.35,2.16,0.89,2.079035521,2.64009357,-2.867678571,0.527115964,-17.59801405,0.964285714,FALSE
ThAsO3,Th,As,cubic,4,2,1.21,0.94,0.58,1.3,2.18,2.582925572,1.932227032,-1.700357143,0.932095302,-2.238065795,0.414285714,FALSE
RuNaO3,Ru,Na,orthorhombic,5,1,0.57,0.62,1.02,2.2,0.93,2.316806575,2.425828064,-2.215821429,0.575619983,-28.42898766,0.728571429,FALSE
LaMnO3,La,Mn,orthorhombic,3,3,1.36,1.03,0.65,1.1,1.55,2.689118757,2.16999357,-2.259785714,0.952007179,1.65607887,0.464285714,TRUE
CsZnO3,Cs,Zn,cubic,not balanced,not balanced,1.88,1.67,0.74,0.79,1.65,3.300175886,2.096140752,-2.811357143,1.083789833,-,0.528571429,FALSE
AgTiO3,Ag,Ti,orthorhombic,not balanced,not balanced,1.28,0.95,0.71,1.93,1.54,2.76145322,1.927848949,-2.12375,0.898126149,-,0.507142857,FALSE
GdAlO3,Gd,Al,orthorhombic,3,3,1.11,0.94,0.54,1.2,1.61,2.57181216,1.892894405,-1.820892857,0.914864959,2.150915506,0.385714286,TRUE
InSbO3,In,Sb,tetragonal,1,5,0.92,0.8,0.6,1.78,2.05,2.392361909,2.075848892,-1.549571429,0.820243866,4.920547752,0.428571429,FALSE
CeInO3,Ce,In,orthorhombic,3,3,1.34,0.94,0.8,1.12,1.78,2.577786082,2.147680955,-2.440142857,0.880669355,2.491899467,0.571428571,FALSE
DyPmO3,Dy,Pm,cubic,element not in BV,element not in BV,1.08,0.99,0.97,1.22,1.13,2.550861398,0,-2.851785714,0.739926083,-,0.692857143,FALSE
LiHgO3,Li,Hg,cubic,not balanced,not balanced,0.92,0.76,1.11,0.98,2,2.453211831,2.323654714,-2.812071429,0.65358077,-,0.792857143,FALSE
AlTmO3,Al,Tm,rhombohedral,3,3,0.54,0.54,0.88,1.61,1.25,2.186788809,2.119700811,-2.078642857,0.601661033,-11.17872059,0.628571429,FALSE
CeEuO3,Ce,Eu,cubic,3,3,1.34,0.94,0.95,1.12,1.2,2.577786082,2.354367494,-3.026285714,0.824456417,4.776112306,0.678571429,FALSE
WAlO3,W,Al,cubic,3,3,0.66,0.63,0.54,2.36,1.61,2.106036534,1.892894405,-1.303071429,0.750845345,11.86465099,0.385714286,FALSE
FeCaO3,Fe,Ca,orthorhombic,not balanced,not balanced,0.85,0.67,1,1.83,1,2.290643632,2.318139449,-2.544285714,0.662912607,-,0.714285714,FALSE
TcEuO3,Tc,Eu,rhombohedral,element not in BV,element not in BV,0.6,0.6,1.06,1.9,1.2,0,2.354367494,-2.365285714,0.574883562,-,0.757142857,FALSE
PmHgO3,Pm,Hg,cubic,element not in BV,element not in BV,1.14,0.97,1.11,1.13,2,0,2.323654714,-2.86575,0.715558257,-,0.792857143,FALSE
CrPaO3,Cr,Pa,rhombohedral,element not in BV,element not in BV,0.57,0.58,0.91,1.66,1.5,2.258106575,0,-2.091428571,0.603030458,-,0.65,FALSE
CePbO3,Ce,Pb,cubic,2,4,1.34,0.94,0.78,1.12,2.33,2.577786082,2.362863567,-2.135785714,0.88874889,4.144346517,0.557142857,FALSE
InAsO3,In,As,cubic,3,3,0.92,0.8,0.58,1.78,2.18,2.392361909,1.932227032,-1.470428571,0.828529158,3.72844883,0.414285714,FALSE
ErRbO3,Er,Rb,orthorhombic,not balanced,not balanced,1.06,0.89,1.52,1.24,0.82,2.536253277,2.825996661,-4.053571429,0.595713247,-,1.085714286,FALSE
TaTeO3,Ta,Te,cubic,2,4,0.74,0.68,0.97,1.5,2.1,2.293677806,2.115491508,-2.217928571,0.638484604,-8.19422696,0.692857143,FALSE
ScTbO3,Sc,Tb,cubic,not balanced,not balanced,0.87,0.75,0.84,1.36,1.2,2.417029414,2.256932729,-2.352,0.716576961,-,0.6,FALSE
HgReO3,Hg,Re,cubic,1,5,1.19,1.11,0.58,2,1.9,2.645968153,1.98797081,-1.665357143,0.92495281,4.268641938,0.414285714,FALSE
InOsO3,In,Os,rhombohedral,element not in BV,element not in BV,0.92,0.8,0.57,1.78,2.2,2.392361909,1.954921624,-1.445642857,0.83273489,-,0.407142857,FALSE
SmIrO3,Sm,Ir,cubic,2,4,1.32,0.96,0.63,1.17,2.2,2.611965458,2.009082787,-1.869321429,0.947453421,3.887575792,0.45,FALSE
PaPmO3,Pa,Pm,cubic,element not in BV,element not in BV,0.95,0.91,0.97,1.5,1.13,0,0,-2.647535714,0.701139635,-,0.692857143,FALSE
PmWO3,Pm,W,orthorhombic,element not in BV,element not in BV,1.14,0.97,0.63,1.13,2.36,0,1.7456,-1.733464286,0.884754298,-,0.45,FALSE
EuLiO3,Eu,Li,rhombohedral,not balanced,not balanced,1.48,1.06,0.76,1.2,0.98,2.675987786,2.095547886,-2.842,0.942809042,-,0.542857143,FALSE
HfAcO3,Hf,Ac,orthorhombic,element not in BV,element not in BV,0.83,0.71,1.12,1.3,1.1,2.358736674,0,-2.925642857,0.625733382,-,0.8,FALSE
AcGaO3,Ac,Ga,orthorhombic,element not in BV,element not in BV,1.12,1.12,0.62,1.1,1.81,0,1.974643898,-1.931857143,0.882133212,-,0.442857143,FALSE
HgNpO3,Hg,Np,orthorhombic,element not in BV,element not in BV,1.14,1.11,0.86,2,1.36,2.645968153,0,-2.345714286,0.794712931,-,0.614285714,FALSE
PbBO3,Pb,B,cubic,not balanced,not balanced,1.49,0.99,0.27,2.33,2.04,2.659877134,1.624661665,-1.18375,1.223675807,-,0.192857143,FALSE
CaUO3,Ca,U,cubic,2,4,1.34,1,0.89,1,1.38,2.648077507,2.0478,-2.854857143,0.846057895,4.931808666,0.635714286,FALSE
CeGaO3,Ce,Ga,orthorhombic,3,3,1.34,0.94,0.62,1.12,1.81,2.577786082,1.974643898,-2.0555,0.959144842,1.670968905,0.442857143,TRUE
PbTeO3,Pb,Te,tetragonal,2,4,1.49,0.99,0.97,2.33,2.1,2.659877134,2.115491508,-2.289321429,0.862252573,4.600596498,0.692857143,FALSE
ErMnO3,Er,Mn,orthorhombic,3,3,1.06,0.89,0.65,1.24,1.55,2.536253277,2.16999357,-2.024785714,0.848528137,3.157505173,0.464285714,FALSE
ErEuO3,Er,Eu,cubic,3,3,1.06,0.89,0.95,1.24,1.2,2.536253277,2.354367494,-2.761571429,0.740205396,23.02590335,0.678571429,FALSE
NpNaO3,Np,Na,orthorhombic,element not in BV,element not in BV,0.98,0.86,1.02,1.36,0.93,0,2.425828064,-2.889357143,0.695419066,-,0.728571429,FALSE
ReCeO3,Re,Ce,cubic,not balanced,not balanced,0.57,0.57,0.94,1.9,1.12,2.33939643,2.268642439,-2.144142857,0.595299299,-,0.671428571,FALSE
NdErO3,Nd,Er,cubic,3,3,1.27,0.98,0.89,1.14,1.24,2.617633987,2.250676638,-2.822357143,0.824443278,4.613225655,0.635714286,FALSE
NpGeO3,Np,Ge,orthorhombic,element not in BV,element not in BV,0.98,0.86,0.63,1.36,2.01,0,1.899964183,-1.7425,0.829021743,-,0.45,FALSE
AsNdO3,As,Nd,cubic,3,3,0.58,0.52,0.98,2.18,1.14,2.214684508,2.320966993,-2.121428571,0.588265305,-10.95641881,0.7,FALSE
OsSiO3,Os,Si,cubic,element not in BV,element not in BV,0.57,0.57,0.4,2.2,1.9,2.30010892,1.783360927,-0.982071429,0.773889088,-,0.285714286,FALSE
YCrO3,Y,Cr,orthorhombic,3,3,1.08,0.9,0.62,1.22,1.66,2.566448705,1.960053288,-1.939857143,0.868131098,2.673985573,0.442857143,TRUE
BeTbO3,Be,Tb,cubic,2,4,0.45,0.45,0.76,1.57,1.2,2.178341873,2.256932729,-1.801285714,0.605623864,-4.417532962,0.542857143,FALSE
GdPbO3,Gd,Pb,cubic,2,4,1.11,0.94,0.78,1.2,2.33,2.57181216,2.362863567,-2.022321429,0.814145881,5.861712556,0.557142857,FALSE
InTbO3,In,Tb,cubic,not balanced,not balanced,0.92,0.8,0.84,1.78,1.2,2.392361909,2.256932729,-2.266,0.732360595,-,0.6,FALSE
CeErO3,Ce,Er,orthorhombic,3,3,1.34,0.94,0.89,1.12,1.24,2.577786082,2.250676638,-2.883714286,0.846057895,3.611196145,0.635714286,FALSE
PdThO3,Pd,Th,cubic,2,4,0.86,0.75,0.94,2.2,1.3,2.37071038,2.246056043,-2.228428571,0.68293219,-23.08218355,0.671428571,FALSE
NaHfO3,Na,Hf,orthorhombic,not balanced,not balanced,1.39,1.02,0.71,0.93,1.3,2.759925005,2.027412322,-2.571107143,0.934989535,-,0.507142857,FALSE
LuNpO3,Lu,Np,cubic,element not in BV,element not in BV,1.03,0.86,0.86,1.27,1.36,2.500929926,0,-2.488214286,0.760296229,-,0.614285714,FALSE
CdGeO3,Cd,Ge,orthorhombic,2,4,1.31,0.95,0.53,1.69,2.01,2.568546104,1.899964183,-1.651428571,0.992880506,4.104396686,0.378571429,TRUE
MgLiO3,Mg,Li,cubic,not balanced,not balanced,0.89,0.72,0.76,1.31,0.98,2.401380848,2.095547886,-2.293785714,0.749664134,-,0.542857143,FALSE
Cd2O3,Cd,Cd,cubic,not balanced,not balanced,1.31,0.95,0.95,1.69,1.69,2.568546104,2.286435201,-2.579642857,0.815429522,-,0.678571429,FALSE
BiReO3,Bi,Re,cubic,1,5,1.38,0.9,0.58,2.02,1.9,2.514401896,1.98797081,-1.765714286,0.992806491,4.158695092,0.414285714,FALSE
TeHoO3,Te,Ho,cubic,not balanced,not balanced,0.77,0.77,0.9,2.1,1.23,2.393443528,2.25865608,-2.144178571,0.667139876,-,0.642857143,FALSE
TcAsO3,Tc,As,cubic,element not in BV,element not in BV,0.6,0.6,0.52,1.9,2.18,0,1.932227032,-1.194857143,0.736569564,-,0.371428571,FALSE
BiHgO3,Bi,Hg,orthorhombic,not balanced,not balanced,1.38,0.9,1.11,2.02,2,2.514401896,2.323654714,-2.636357143,0.78317006,-,0.792857143,FALSE
YIrO3,Y,Ir,cubic,1,5,1.08,0.9,0.57,1.22,2.2,2.566448705,2.009082787,-1.6305,0.890164882,4.420928739,0.407142857,FALSE
CaTiO3,Ca,Ti,orthorhombic,2,4,1.34,1,0.61,1,1.54,2.648077507,1.927848949,-2.190285714,0.963916707,3.877842825,0.435714286,TRUE
CeTaO3,Ce,Ta,orthorhombic,3,3,1.34,0.94,0.72,1.12,1.5,2.577786082,1.956808277,-2.409571429,0.913902161,1.932805518,0.514285714,FALSE
RuTeO3,Ru,Te,cubic,2,4,0.68,0.62,0.97,2.2,2.1,2.316806575,2.115491508,-1.946714286,0.620583167,-6.503910871,0.692857143,FALSE
IrPbO3,Ir,Pb,rhombohedral,not balanced,not balanced,0.63,0.63,0.99,2.2,2.33,2.311294958,2.362863567,-1.904464286,0.600596973,-,0.707142857,FALSE
LiUO3,Li,U,rhombohedral,1,5,0.92,0.76,0.76,0.98,1.38,2.453211831,2.0478,-2.278285714,0.759485061,7.17810702,0.542857143,FALSE
IrCaO3,Ir,Ca,rhombohedral,not balanced,not balanced,0.63,0.63,1,2.2,1,2.311294958,2.318139449,-2.220428571,0.598094486,-,0.714285714,FALSE
MoTeO3,Mo,Te,cubic,not balanced,not balanced,0.73,0.62,0.77,2.16,2.1,2.079035521,2.115491508,-1.647357143,0.694072555,-,0.55,FALSE
TiThO3,Ti,Th,cubic,2,4,0.86,0.71,0.94,1.54,1.3,2.276501981,2.246056043,-2.45,0.68293219,-23.08218355,0.671428571,FALSE
NpPrO3,Np,Pr,cubic,element not in BV,element not in BV,0.98,0.86,0.92,1.36,1.13,0,2.340791612,-2.622214286,0.725394026,-,0.657142857,FALSE
YbPmO3,Yb,Pm,cubic,element not in BV,element not in BV,1.04,0.95,0.97,1.1,1.13,2.519261398,0,-2.860357143,0.727991792,-,0.692857143,FALSE
EuAuO3,Eu,Au,orthorhombic,element not in BV,element not in BV,1.48,1.06,0.93,1.2,2.54,2.675987786,2.31369847,-2.362285714,0.874020399,-,0.664285714,FALSE
SrPmO3,Sr,Pm,orthorhombic,element not in BV,element not in BV,1.44,1.18,0.97,0.95,1.13,2.768350558,0,-3.242321429,0.847334708,-,0.692857143,FALSE
NdTiO3,Nd,Ti,orthorhombic,2,4,1.35,0.98,0.61,1.14,1.54,2.617633987,1.927848949,-2.166571429,0.967434651,3.866864966,0.435714286,TRUE
UTmO3,U,Tm,cubic,3,3,1.03,0.85,0.88,1.38,1.25,2.344466993,2.119700811,-2.534178571,0.753626964,14.90055482,0.628571429,FALSE
CaRuO3,Ca,Ru,orthorhombic,2,4,1.34,1,0.62,1,2.2,2.648077507,2.018753288,-1.895428571,0.959144842,3.866667442,0.442857143,TRUE
ThYbO3,Th,Yb,cubic,not balanced,not balanced,1.21,0.94,0.95,1.3,1.1,2.582925572,2.223980699,-2.904428571,0.785339872,-,0.678571429,FALSE
LaTbO3,La,Tb,cubic,3,3,1.36,1.03,0.92,1.1,1.2,2.689118757,2.256932729,-2.987142857,0.84121324,3.867773593,0.657142857,FALSE
LaDyO3,La,Dy,cubic,3,3,1.36,1.03,0.91,1.1,1.22,2.689118757,2.255580699,-2.956785714,0.844854855,3.697167475,0.65,FALSE
RhYO3,Rh,Y,cubic,3,3,0.67,0.61,0.9,2.28,1.22,2.332748705,2.235124352,-2.009785714,0.636396103,-15.01206321,0.642857143,FALSE
AsIrO3,As,Ir,cubic,2,4,0.58,0.52,0.63,2.18,2.2,2.214684508,2.009082787,-1.314357143,0.689690358,-24.04445616,0.45,FALSE
RuCrO3,Ru,Cr,cubic,2,4,0.68,0.62,0.55,2.2,1.66,2.316806575,1.960053288,-1.351571429,0.754247233,10.1996686,0.392857143,FALSE
TmCuO3,Tm,Cu,orthorhombic,3,3,1.05,0.96,0.54,1.25,1.9,2.411515774,2.005573846,-1.663285714,0.892995677,2.364835005,0.385714286,FALSE
CeCrO3,Ce,Cr,orthorhombic,3,3,1.34,0.94,0.62,1.12,1.66,2.577786082,1.960053288,-2.127285714,0.959144842,1.670968905,0.442857143,TRUE
TiHgO3,Ti,Hg,orthorhombic,not balanced,not balanced,0.74,0.71,1.11,1.54,2,2.276501981,2.323654714,-2.4975,0.602871917,-,0.792857143,FALSE
ScWO3,Sc,W,cubic,1,5,0.87,0.75,0.62,1.36,2.36,2.417029414,1.7456,-1.557857143,0.794619997,5.400138317,0.442857143,FALSE
CrTiO3,Cr,Ti,orthorhombic,2,4,0.8,0.58,0.61,1.66,1.54,2.258106575,1.927848949,-1.680071429,0.773947721,7.968414144,0.435714286,FALSE
LuRbO3,Lu,Rb,cubic,not balanced,not balanced,1.03,0.86,1.52,1.27,0.82,2.500929926,2.825996661,-4.009214286,0.588448451,-,1.085714286,FALSE
HoGdO3,Ho,Gd,cubic,not balanced,not balanced,1.12,0.9,0.94,1.23,1.2,2.54631216,2.28415608,-2.792785714,0.761499611,-,0.671428571,FALSE
GdLuO3,Gd,Lu,cubic,3,3,1.11,0.94,0.86,1.2,1.27,2.57181216,2.209114963,-2.604821429,0.785326558,7.80170172,0.614285714,FALSE
MoKO3,Mo,K,orthorhombic,not balanced,not balanced,0.73,0.62,1.38,2.16,0.82,2.079035521,2.723507129,-3.009357143,0.541776059,-,0.985714286,FALSE
YbMnO3,Yb,Mn,orthorhombic,2,4,1.14,0.95,0.53,1.1,1.55,2.519261398,2.16999357,-1.863571429,0.930596489,4.25823497,0.378571429,TRUE
CeCrO3,Ce,Cr,orthorhombic,3,3,1.34,0.94,0.62,1.12,1.66,2.577786082,1.960053288,-2.127285714,0.959144842,1.670968905,0.442857143,TRUE
HfIrO3,Hf,Ir,cubic,not balanced,not balanced,0.83,0.71,0.63,1.3,2.2,2.358736674,2.009082787,-1.623071429,0.776772474,-,0.45,FALSE
GdReO3,Gd,Re,cubic,3,3,1.11,0.94,0.63,1.2,1.9,2.57181216,1.98797081,-1.8885,0.874304444,2.554419459,0.45,FALSE
InAsO3,In,As,cubic,3,3,0.92,0.8,0.58,1.78,2.18,2.392361909,1.932227032,-1.470428571,0.828529158,3.72844883,0.414285714,FALSE
EuRbO3,Eu,Rb,cubic,not balanced,not balanced,1.48,1.06,1.52,1.2,0.82,2.675987786,2.825996661,-4.468285714,0.697420387,-,1.085714286,FALSE
SnBO3,Sn,B,cubic,4,2,0.81,0.69,0.27,1.96,2.04,2.342369243,1.624661665,-0.879428571,0.935752088,0.108055905,0.192857143,FALSE
TcNbO3,Tc,Nb,cubic,element not in BV,element not in BV,0.6,0.6,0.68,1.9,1.6,0,1.955055241,-1.603714286,0.679910367,-,0.485714286,FALSE
CrCoO3,Cr,Co,cubic,2,4,0.8,0.58,0.53,1.66,1.88,2.258106575,1.930310969,-1.433785714,0.806028455,5.973579744,0.378571429,FALSE
LaMoO3,La,Mo,orthorhombic,3,3,1.36,1.03,0.69,1.1,2.16,2.689118757,1.7893,-2.046071429,0.933786945,1.743240294,0.492857143,FALSE
GaDyO3,Ga,Dy,cubic,not balanced,not balanced,0.62,0.62,0.99,1.81,1.22,2.233187797,2.255580699,-2.284178571,0.597638367,-,0.707142857,FALSE
AlGaO3,Al,Ga,cubic,3,3,0.54,0.54,0.62,1.61,1.81,2.186788809,1.974643898,-1.481285714,0.679102552,-25.65541231,0.442857143,FALSE
BGaO3,B,Ga,cubic,not balanced,not balanced,0.27,0.27,0.62,2.04,1.81,1.891523329,1.974643898,-1.228892857,0.584588279,-,0.442857143,FALSE
KEuO3,K,Eu,cubic,not balanced,not balanced,1.64,1.38,1.06,0.82,1.2,3.025719299,2.354367494,-3.606142857,0.873823014,-,0.757142857,FALSE
GdRuO3,Gd,Ru,cubic,2,4,1.11,0.94,0.62,1.2,2.2,2.57181216,2.018753288,-1.749285714,0.878632684,4.406194467,0.442857143,FALSE
ScNbO3,Sc,Nb,cubic,1,5,0.87,0.75,0.64,1.36,1.6,2.417029414,1.955055241,-1.833428571,0.786829605,5.615070536,0.457142857,FALSE
PbMgO3,Pb,Mg,cubic,not balanced,not balanced,1.49,0.99,0.72,2.33,1.31,2.659877134,2.046489492,-2.303464286,0.963933301,-,0.514285714,FALSE
BaNiO3,Ba,Ni,orthorhombic,2,4,1.61,1.35,0.48,0.89,1.91,2.942998888,2.103725488,-1.906607143,1.132123091,4.459812214,0.342857143,FALSE
LuMoO3,Lu,Mo,cubic,3,3,1.03,0.86,0.69,1.27,2.16,2.500929926,1.7893,-1.853321429,0.822138506,4.207241977,0.492857143,FALSE
PbBeO3,Pb,Be,cubic,4,2,0.94,0.99,0.45,2.33,1.57,2.659877134,1.803349248,-1.359035714,0.894394523,-1.545976501,0.321428571,FALSE
OsCdO3,Os,Cd,cubic,element not in BV,element not in BV,0.57,0.57,0.95,2.2,1.69,2.30010892,2.286435201,-1.944107143,0.59276611,-,0.678571429,FALSE
UPaO3,U,Pa,cubic,element not in BV,element not in BV,1.17,0.85,0.91,1.38,1.5,2.344466993,0,-2.598142857,0.786694557,-,0.65,FALSE
InSiO3,In,Si,cubic,2,4,0.92,0.8,0.4,1.78,1.9,2.392361909,1.783360927,-1.234571429,0.911382074,5.022811401,0.285714286,FALSE
GdIrO3,Gd,Ir,cubic,2,4,1.11,0.94,0.63,1.2,2.2,2.57181216,2.009082787,-1.769571429,0.874304444,4.443687046,0.45,FALSE
InVO3,In,V,rhombohedral,2,4,0.92,0.8,0.58,1.78,1.63,2.392361909,1.758039163,-1.651142857,0.828529158,5.290230255,0.414285714,FALSE
